,id,purpose,go_with,weather,time,viettel_no_0,viettel_no_1,viettel_no_2,score,direction
6826,4433,travel,alone,sunny,afternoon,1,0,0,18,0
6827,10009,work,alone,sunny,morning,1,1,1,0,0
6828,1387,work,alone,sunny,morning,1,1,1,0,0
6829,2419,work,alone,sunny,morning,1,1,0,0,0
6830,6227,work,alone,sunny,morning,1,1,0,9,0
6831,19020,travel,friends,sunny,morning,1,0,0,0,0
6832,6011,travel,friends,sunny,morning,1,0,0,93,0
6833,7573,travel,friends,sunny,afternoon,1,0,0,71,0
6834,17028,travel,family,sunny,morning,1,1,0,0,0
6835,9094,travel,family,sunny,morning,1,1,0,0,0
6836,1718,travel,family,sunny,evening,1,1,0,0,0
6837,17857,work,alone,sunny,morning,1,1,1,0,0
6838,14030,work,alone,sunny,morning,1,1,0,19,0
6839,6882,travel,friends,sunny,morning,1,0,0,0,0
6840,13841,travel,friends,sunny,morning,1,0,0,0,0
6841,11792,travel,friends,sunny,afternoon,1,1,0,0,0
6842,16139,travel,friends,sunny,morning,1,1,0,1,0
6843,6064,travel,friends,sunny,afternoon,1,0,0,0,0
6844,11092,travel,alone,sunny,afternoon,1,0,0,0,1
6845,5147,work,alone,sunny,morning,1,1,1,0,0
6846,7449,work,alone,sunny,morning,1,0,0,0,1
6847,1592,travel,friends,sunny,morning,1,1,0,31,0
6848,3399,travel,friends,sunny,afternoon,1,1,0,30,0
6849,17555,work,alone,sunny,morning,1,1,0,0,0
6850,9842,work,alone,sunny,morning,1,0,0,0,1
6851,1753,travel,friends,sunny,morning,1,0,0,11,0
6852,4342,travel,friends,sunny,morning,1,1,0,0,0
6853,17126,travel,friends,sunny,afternoon,1,0,0,0,0
6854,13143,travel,friends,sunny,afternoon,1,1,0,0,0
6855,14271,travel,friends,sunny,afternoon,1,1,0,0,0
6856,18070,travel,friends,sunny,afternoon,1,0,0,12,0
6857,11144,travel,friends,sunny,afternoon,1,0,0,0,0
6858,8595,travel,alone,sunny,morning,1,0,0,17,0
6859,12615,travel,alone,sunny,afternoon,1,1,0,0,0
6860,3960,travel,alone,sunny,evening,1,0,0,16,0
6861,6796,work,alone,sunny,morning,1,1,1,14,0
6862,6186,work,alone,sunny,morning,1,1,1,0,0
6863,1550,work,alone,sunny,morning,1,1,0,14,0
6864,18928,travel,friends,sunny,morning,1,1,0,43,0
6865,7783,travel,family,sunny,morning,1,1,0,35,0
6866,2828,travel,family,sunny,afternoon,1,1,0,40,0
6867,7770,travel,alone,sunny,evening,1,0,0,0,1
6868,9896,travel,alone,sunny,afternoon,1,1,0,0,0
6869,2917,work,alone,sunny,morning,1,1,1,37,0
6870,4508,work,alone,sunny,morning,1,1,0,0,0
6871,8019,work,alone,sunny,morning,1,0,0,0,1
6872,16024,travel,friends,sunny,afternoon,1,0,0,0,0
6873,7819,travel,friends,sunny,afternoon,1,0,0,7,0
6874,7178,travel,alone,sunny,afternoon,1,1,0,9,0
6875,7919,travel,alone,sunny,afternoon,1,0,0,0,0
6876,17372,work,alone,sunny,morning,1,1,1,7,0
6877,19896,work,alone,sunny,morning,1,0,0,0,1
6878,13686,work,alone,sunny,morning,1,1,0,0,0
6879,18978,travel,friends,sunny,morning,1,0,0,0,0
6880,5629,travel,friends,sunny,afternoon,1,1,0,0,0
6881,8046,travel,friends,sunny,afternoon,1,1,0,0,0
6882,3263,travel,family,sunny,morning,1,0,0,0,0
6883,15068,travel,family,sunny,morning,1,1,0,12,0
6884,18179,travel,alone,sunny,afternoon,1,0,0,0,0
6885,16696,work,alone,sunny,morning,1,1,1,0,0
6886,5373,work,alone,sunny,morning,1,1,0,0,0
6887,19840,travel,friends,sunny,afternoon,1,1,0,0,0
6888,16592,travel,friends,sunny,afternoon,1,1,0,0,0
6889,6260,travel,family,sunny,morning,1,1,0,0,0
6890,13852,travel,family,sunny,afternoon,1,1,0,0,0
6891,3734,travel,alone,sunny,evening,1,1,0,12,0
6892,1459,travel,alone,sunny,evening,1,0,0,0,0
6893,8596,work,alone,sunny,morning,1,1,1,7,0
6894,14752,work,alone,sunny,morning,1,1,1,11,0
6895,7490,work,alone,sunny,morning,1,1,0,0,0
6896,1374,work,alone,sunny,morning,1,0,0,0,1
6897,3053,work,alone,sunny,morning,1,1,0,13,0
6898,14869,travel,friends,sunny,morning,1,0,0,0,0
6899,19314,travel,friends,sunny,morning,1,1,0,0,0
6900,9265,travel,friends,sunny,afternoon,1,1,0,0,0
6901,14212,travel,family,sunny,morning,1,0,0,0,0
6902,2514,travel,family,sunny,morning,1,0,0,0,0
6903,9571,travel,family,sunny,morning,1,1,0,0,0
6904,6783,travel,alone,sunny,evening,1,0,0,0,0
6905,6187,work,alone,sunny,morning,1,1,1,0,0
6906,14733,work,alone,sunny,morning,1,1,0,28,0
6907,1350,travel,friends,sunny,morning,1,1,0,0,0
6908,6098,travel,friends,sunny,afternoon,1,0,0,0,0
6909,9706,travel,friends,sunny,morning,1,1,0,0,0
6910,7240,travel,friends,sunny,afternoon,1,1,0,11,0
6911,7239,travel,friends,sunny,evening,1,0,0,11,0
6912,19941,travel,friends,sunny,morning,1,0,0,0,0
6913,7066,work,alone,sunny,morning,1,1,1,0,0
6914,6336,work,alone,sunny,morning,1,0,0,8,1
6915,13078,travel,family,sunny,morning,1,0,0,0,0
6916,16217,work,alone,sunny,morning,1,1,0,0,0
6917,16959,travel,friends,sunny,morning,1,1,0,24,0
6918,10134,travel,friends,sunny,afternoon,1,0,0,0,0
6919,5466,work,alone,sunny,morning,1,1,1,0,0
6920,11019,travel,friends,sunny,afternoon,1,1,0,0,0
6921,9747,travel,family,sunny,morning,1,1,0,2,0
6922,5235,travel,family,sunny,evening,1,1,0,0,0
6923,11473,travel,alone,sunny,evening,1,1,0,0,0
6924,12534,travel,alone,sunny,afternoon,1,0,0,0,0
6925,2489,work,alone,sunny,morning,1,1,1,0,0
6926,5243,work,alone,sunny,morning,1,1,0,0,0
6927,10918,work,alone,sunny,morning,1,1,0,0,0
6928,13347,travel,friends,sunny,morning,1,1,0,11,0
6929,8837,travel,family,sunny,morning,1,1,0,0,0
6930,6335,travel,family,sunny,afternoon,1,1,0,0,0
6931,8183,work,alone,sunny,morning,1,1,1,0,0
6932,16269,travel,alone,sunny,morning,1,0,0,0,0
6933,13303,travel,friends,sunny,morning,1,0,0,0,0
6934,3487,travel,family,sunny,morning,1,1,0,0,0
6935,10622,travel,family,sunny,morning,1,1,0,2,0
6936,2349,travel,family,sunny,morning,1,1,0,2,0
6937,17261,travel,family,sunny,morning,1,0,0,0,0
6938,18592,travel,family,sunny,afternoon,1,1,0,0,0
6939,18569,travel,family,sunny,evening,1,1,0,0,0
6940,7363,travel,alone,sunny,afternoon,1,0,0,3,0
6941,8438,work,alone,sunny,morning,1,1,1,0,0
6942,1770,work,alone,sunny,morning,1,1,1,0,0
6943,10682,work,alone,sunny,morning,1,1,0,4,0
6944,17822,work,alone,sunny,morning,1,0,0,0,1
6945,16607,work,alone,sunny,morning,1,0,0,0,0
6946,9483,work,alone,sunny,morning,1,1,0,0,0
6947,12640,travel,family,sunny,morning,1,0,0,70,0
6948,16238,travel,friends,sunny,morning,1,1,0,5,0
6949,1876,travel,friends,sunny,morning,1,1,0,6,0
6950,7206,travel,family,sunny,morning,1,0,0,4,0
6951,9987,travel,alone,sunny,evening,1,1,0,8,0
6952,3007,travel,alone,sunny,evening,1,0,0,6,0
6953,16704,work,alone,sunny,morning,1,1,1,0,0
6954,1196,work,alone,sunny,morning,1,1,0,0,0
6955,6239,travel,friends,sunny,morning,1,0,0,11,0
6956,10986,travel,friends,sunny,morning,1,1,0,0,0
6957,9012,travel,friends,sunny,evening,1,0,0,9,0
6958,5506,travel,alone,sunny,morning,1,0,0,0,0
6959,5206,travel,alone,sunny,evening,1,0,0,13,1
6960,2438,travel,alone,sunny,evening,1,0,0,11,0
6961,16559,work,alone,sunny,morning,1,1,1,10,0
6962,9022,work,alone,sunny,morning,1,1,0,11,0
6963,3018,travel,family,sunny,morning,1,1,0,0,0
6964,13396,travel,alone,sunny,evening,1,0,0,0,1
6965,9117,work,alone,sunny,morning,1,1,1,22,0
6966,8647,travel,friends,sunny,morning,1,0,0,0,0
6967,5188,travel,friends,sunny,afternoon,1,0,0,29,0
6968,3798,travel,alone,sunny,evening,1,1,0,0,0
6969,19797,travel,alone,sunny,evening,1,0,0,0,0
6970,2474,work,alone,sunny,morning,1,1,0,0,0
6971,19812,work,alone,sunny,morning,1,0,0,0,1
6972,12506,work,alone,sunny,morning,1,0,0,20,0
6973,19116,travel,friends,sunny,morning,1,1,0,0,0
6974,1338,travel,friends,sunny,evening,1,1,0,0,0
6975,14585,travel,friends,sunny,afternoon,1,1,0,9,0
6976,12222,travel,family,sunny,morning,1,0,0,0,0
6977,9055,travel,family,sunny,morning,1,0,0,9,0
6978,2863,travel,family,sunny,afternoon,1,0,0,0,0
6979,7989,travel,alone,sunny,afternoon,1,1,0,10,0
6980,10626,travel,alone,sunny,afternoon,1,0,0,7,0
6981,2595,work,alone,sunny,morning,1,1,1,0,0
6982,3366,work,alone,sunny,morning,1,1,1,0,0
6983,8114,work,alone,sunny,morning,1,1,0,0,0
6984,18809,work,alone,sunny,morning,1,0,0,0,1
6985,11425,work,alone,sunny,morning,1,0,0,0,0
6986,11363,work,alone,sunny,morning,1,1,0,11,0
6987,9099,travel,family,sunny,morning,1,1,0,9,0
6988,17454,travel,alone,sunny,evening,1,1,0,8,0
6989,11245,work,alone,sunny,morning,1,1,0,0,0
6990,6503,travel,friends,sunny,afternoon,1,1,0,1,0
6991,18979,travel,friends,sunny,morning,1,1,0,0,0
6992,13761,travel,family,sunny,morning,1,1,0,0,0
6993,12663,travel,family,sunny,afternoon,1,1,0,0,0
6994,17886,travel,family,sunny,afternoon,1,1,0,2,0
6995,12163,travel,alone,sunny,afternoon,1,1,0,0,0
6996,10359,travel,alone,sunny,evening,1,0,0,0,0
6997,5287,work,alone,sunny,morning,1,1,1,1,0
6998,1990,work,alone,sunny,morning,1,1,1,0,0
6999,9210,work,alone,sunny,morning,1,1,0,0,0
7000,8906,travel,friends,sunny,afternoon,1,0,0,23,0
7001,8692,travel,friends,sunny,afternoon,1,1,0,0,0
7002,4985,travel,friends,sunny,afternoon,1,1,0,0,0
7003,17257,travel,friends,sunny,evening,1,1,0,0,0
7004,3942,travel,friends,sunny,afternoon,1,0,0,0,0
7005,6425,travel,alone,sunny,afternoon,1,0,0,22,0
7006,11142,work,alone,sunny,morning,1,1,0,0,0
7007,15251,work,alone,sunny,morning,1,1,0,0,0
7008,7704,travel,friends,sunny,morning,1,0,0,0,0
7009,7041,travel,friends,sunny,afternoon,1,1,0,0,0
7010,10308,travel,friends,sunny,afternoon,1,1,0,21,0
7011,3903,travel,family,sunny,morning,1,0,0,0,0
7012,13005,travel,family,sunny,morning,1,0,0,0,0
7013,7811,travel,family,sunny,morning,1,0,0,14,0
7014,16025,travel,family,sunny,morning,1,1,0,0,0
7015,18115,travel,family,sunny,evening,1,1,0,0,0
7016,16532,travel,alone,sunny,afternoon,1,0,0,0,1
7017,11442,travel,alone,sunny,evening,1,1,0,0,0
7018,15332,travel,alone,sunny,afternoon,1,0,0,0,0
7019,11740,work,alone,sunny,morning,1,1,1,23,0
7020,3390,work,alone,sunny,morning,1,1,1,0,0
7021,6531,work,alone,sunny,morning,1,1,0,0,0
7022,2643,work,alone,sunny,morning,1,0,0,14,1
7023,2249,work,alone,sunny,morning,1,1,0,0,0
7024,7959,travel,friends,sunny,morning,1,1,0,0,0
7025,18183,travel,friends,sunny,afternoon,1,1,0,20,0
7026,10138,travel,friends,sunny,afternoon,1,1,0,30,0
7027,11757,travel,family,sunny,morning,1,0,0,0,0
7028,1839,travel,alone,sunny,afternoon,1,1,0,0,0
7029,6388,travel,alone,sunny,evening,1,0,0,0,0
7030,10048,work,alone,sunny,morning,1,1,1,0,0
7031,9587,work,alone,sunny,morning,1,1,1,0,0
7032,16035,work,alone,sunny,morning,1,1,0,34,0
7033,11437,travel,friends,sunny,morning,1,0,0,0,0
7034,7447,travel,friends,sunny,afternoon,1,1,0,0,0
7035,7432,travel,friends,sunny,afternoon,1,1,0,26,0
7036,14024,travel,family,sunny,morning,1,1,0,30,0
7037,10105,travel,family,sunny,afternoon,1,1,0,0,0
7038,3385,travel,alone,sunny,evening,1,0,0,23,1
7039,1398,travel,alone,sunny,afternoon,1,0,0,0,0
7040,2155,work,alone,sunny,morning,1,1,1,0,0
7041,19022,work,alone,sunny,morning,1,1,0,30,0
7042,7114,work,alone,sunny,morning,1,0,0,0,0
7043,15103,work,alone,sunny,morning,1,1,0,0,0
7044,1507,travel,friends,sunny,afternoon,1,1,0,0,0
7045,11143,travel,friends,sunny,morning,1,1,0,0,0
7046,5703,travel,friends,sunny,afternoon,1,1,0,0,0
7047,5172,travel,family,sunny,afternoon,1,1,0,7,0
7048,15751,travel,family,sunny,evening,1,1,0,0,0
7049,5948,work,alone,sunny,morning,1,1,0,0,0
7050,8506,travel,friends,sunny,afternoon,1,1,0,0,0
7051,14006,travel,family,sunny,morning,1,1,0,0,0
7052,14987,travel,family,sunny,morning,1,1,0,0,0
7053,5422,travel,family,sunny,morning,1,1,0,0,0
7054,4246,travel,family,sunny,afternoon,1,0,0,0,0
7055,18270,travel,family,sunny,afternoon,1,1,0,0,0
7056,16364,travel,alone,sunny,afternoon,1,0,0,0,1
7057,8224,travel,alone,sunny,afternoon,1,1,0,0,0
7058,1935,work,alone,sunny,morning,1,1,1,5,0
7059,5234,work,alone,sunny,morning,1,1,1,0,0
7060,13096,work,alone,sunny,morning,1,1,0,5,0
7061,14592,work,alone,sunny,morning,1,1,0,0,0
7062,1181,travel,friends,sunny,morning,1,1,0,30,0
7063,4217,travel,friends,sunny,afternoon,1,1,0,26,0
7064,19917,travel,friends,sunny,afternoon,1,1,0,0,0
7065,11498,travel,family,sunny,morning,1,0,0,25,0
7066,8014,travel,alone,sunny,afternoon,1,0,0,18,0
7067,10468,work,alone,sunny,morning,1,1,1,22,0
7068,3142,work,alone,sunny,morning,1,0,0,0,1
7069,13404,travel,family,sunny,morning,1,1,0,0,0
7070,11484,travel,friends,sunny,morning,1,0,0,46,0
7071,11933,travel,friends,sunny,afternoon,1,1,0,0,0
7072,18802,travel,friends,sunny,afternoon,1,1,0,1,0
7073,19811,travel,friends,sunny,evening,1,1,0,0,0
7074,17360,travel,friends,sunny,afternoon,1,1,0,0,0
7075,10638,travel,family,sunny,morning,1,1,0,0,0
7076,11670,travel,family,sunny,morning,1,1,0,40,0
7077,6402,travel,family,sunny,evening,1,1,0,52,0
7078,16166,work,alone,sunny,morning,1,1,1,36,0
7079,19013,work,alone,sunny,morning,1,0,0,0,0
7080,14321,work,alone,sunny,morning,1,1,0,0,0
7081,1455,travel,friends,sunny,afternoon,1,1,0,0,0
7082,8951,travel,friends,sunny,afternoon,1,1,0,0,0
7083,16215,travel,family,sunny,morning,1,1,0,0,0
7084,1032,travel,family,sunny,evening,1,1,0,51,0
7085,9100,work,alone,sunny,morning,1,1,1,50,0
7086,7561,work,alone,sunny,morning,1,1,0,0,0
7087,1578,work,alone,sunny,morning,1,0,0,0,0
7088,18397,work,alone,sunny,morning,1,1,0,48,0
7089,18235,travel,alone,sunny,evening,1,0,0,8,0
7090,3756,work,alone,sunny,morning,1,1,1,5,0
7091,10726,work,alone,sunny,morning,1,1,1,0,0
7092,19738,work,alone,sunny,morning,1,1,0,0,0
7093,18874,travel,friends,sunny,morning,1,0,0,14,0
7094,2887,travel,friends,sunny,morning,1,1,0,0,0
7095,7721,travel,friends,sunny,afternoon,1,1,0,17,0
7096,2416,travel,friends,sunny,afternoon,1,0,0,12,0
7097,17895,travel,friends,sunny,afternoon,1,0,0,0,0
7098,1661,travel,alone,sunny,afternoon,1,0,0,0,1
7099,5835,travel,alone,sunny,evening,1,1,0,0,0
7100,11745,work,alone,sunny,morning,1,1,1,16,0
7101,17225,work,alone,sunny,morning,1,1,0,15,0
7102,2893,work,alone,sunny,morning,1,0,0,0,1
7103,12481,work,alone,sunny,morning,1,1,0,0,0
7104,10477,travel,friends,sunny,morning,1,0,0,4,0
7105,16545,travel,friends,sunny,morning,1,0,0,5,0
7106,4712,travel,friends,sunny,afternoon,1,1,0,0,0
7107,3161,travel,friends,sunny,morning,1,1,0,2,0
7108,14422,travel,friends,sunny,evening,1,0,0,0,0
7109,15469,travel,friends,sunny,afternoon,1,0,0,0,0
7110,13379,travel,alone,sunny,afternoon,1,0,0,3,1
7111,7817,travel,alone,sunny,evening,1,1,0,3,0
7112,16780,travel,alone,sunny,evening,1,0,0,0,0
7113,1864,work,alone,sunny,morning,1,1,1,0,0
7114,2324,work,alone,sunny,morning,1,1,1,0,0
7115,1633,work,alone,sunny,morning,1,1,0,0,0
7116,5972,work,alone,sunny,morning,1,0,0,0,1
7117,17832,work,alone,sunny,morning,1,1,0,0,0
7118,14623,travel,friends,sunny,afternoon,1,1,0,0,0
7119,6090,travel,friends,sunny,afternoon,1,1,0,16,0
7120,10624,travel,friends,sunny,afternoon,1,1,0,0,0
7121,1684,travel,family,sunny,morning,1,0,0,0,0
7122,19231,travel,family,sunny,morning,1,0,0,16,0
7123,1086,travel,family,sunny,morning,1,1,0,0,0
7124,8077,travel,family,sunny,evening,1,1,0,0,0
7125,7304,travel,alone,sunny,afternoon,1,0,0,0,1
7126,13657,travel,alone,sunny,afternoon,1,1,0,0,0
7127,16594,travel,alone,sunny,afternoon,1,0,0,0,0
7128,3932,work,alone,sunny,morning,1,1,1,14,0
7129,17835,work,alone,sunny,morning,1,1,1,0,0
7130,4556,work,alone,sunny,morning,1,1,0,0,0
7131,1934,travel,family,sunny,morning,1,0,0,11,0
7132,6408,travel,family,sunny,morning,1,0,0,0,0
7133,19298,travel,family,sunny,evening,1,1,0,0,0
7134,15034,travel,alone,sunny,evening,1,0,0,0,1
7135,5465,travel,alone,sunny,afternoon,1,1,0,8,0
7136,16006,work,alone,sunny,morning,1,1,1,8,0
7137,16709,work,alone,sunny,morning,1,1,0,0,0
7138,3136,work,alone,sunny,morning,1,0,0,0,1
7139,11118,work,alone,sunny,morning,1,0,0,0,0
7140,15745,work,alone,sunny,morning,1,1,0,0,0
7141,10195,travel,friends,sunny,morning,1,0,0,6,0
7142,6513,travel,friends,sunny,morning,1,0,0,0,0
7143,7762,work,alone,sunny,morning,1,1,1,0,0
7144,4354,work,alone,sunny,morning,1,1,1,7,0
7145,18876,travel,friends,sunny,afternoon,1,1,0,0,0
7146,12143,travel,friends,sunny,afternoon,1,1,0,0,0
7147,15071,travel,alone,sunny,afternoon,1,1,0,38,0
7148,2715,work,alone,sunny,morning,1,1,1,0,0
7149,1723,work,alone,sunny,morning,1,1,1,0,0
7150,1377,work,alone,sunny,morning,1,1,0,0,0
7151,7831,travel,friends,sunny,morning,1,1,0,0,0
7152,16854,travel,friends,sunny,afternoon,1,0,0,0,0
7153,4211,travel,alone,sunny,evening,1,1,0,0,0
7154,8330,travel,alone,sunny,afternoon,1,0,0,0,0
7155,17694,work,alone,sunny,morning,1,1,0,7,0
7156,6871,travel,friends,sunny,afternoon,1,1,0,22,0
7157,13882,travel,friends,sunny,afternoon,1,1,0,0,0
7158,1160,travel,friends,sunny,morning,1,1,0,0,0
7159,12199,travel,family,sunny,morning,1,1,0,0,0
7160,8208,travel,family,sunny,morning,1,1,0,0,0
7161,4334,travel,family,sunny,morning,1,1,0,0,0
7162,4050,travel,family,sunny,morning,1,1,0,20,0
7163,18265,travel,family,sunny,afternoon,1,1,0,0,0
7164,10045,travel,alone,sunny,evening,1,0,0,33,1
7165,7260,work,alone,sunny,morning,1,1,1,0,0
7166,15257,work,alone,sunny,morning,1,1,1,0,0
7167,5481,work,alone,sunny,morning,1,1,0,23,0
7168,16584,work,alone,sunny,morning,1,0,0,0,0
7169,10924,travel,friends,sunny,morning,1,0,0,3,0
7170,14116,travel,friends,sunny,morning,1,1,0,0,0
7171,10809,travel,friends,sunny,morning,1,0,0,2,0
7172,11069,travel,friends,sunny,afternoon,1,1,0,2,0
7173,11024,travel,friends,sunny,morning,1,1,0,4,0
7174,16794,travel,alone,sunny,afternoon,1,0,0,2,1
7175,1172,travel,alone,sunny,evening,1,0,0,5,0
7176,9172,work,alone,sunny,morning,1,1,1,0,0
7177,4522,work,alone,sunny,morning,1,1,1,0,0
7178,6898,work,alone,sunny,morning,1,1,0,0,0
7179,3978,travel,family,sunny,morning,1,1,0,0,0
7180,6113,travel,alone,sunny,evening,1,1,0,0,0
7181,12364,travel,alone,sunny,evening,1,0,0,0,0
7182,14820,work,alone,sunny,morning,1,1,1,0,0
7183,1616,work,alone,sunny,morning,1,1,1,0,0
7184,18294,work,alone,sunny,morning,1,1,0,0,0
7185,19130,work,alone,sunny,morning,1,0,0,0,0
7186,11424,work,alone,sunny,morning,1,1,0,0,0
7187,3424,travel,friends,sunny,morning,1,1,0,9,0
7188,14389,travel,friends,sunny,evening,1,1,0,6,0
7189,16197,travel,family,sunny,morning,1,0,0,6,0
7190,19867,travel,family,sunny,afternoon,1,1,0,0,0
7191,4996,travel,alone,sunny,evening,1,0,0,0,1
7192,17753,travel,alone,sunny,evening,1,1,0,0,0
7193,1051,work,alone,sunny,morning,1,0,0,0,1
7194,14841,work,alone,sunny,morning,1,1,0,8,0
7195,16714,travel,friends,sunny,morning,1,1,0,7,0
7196,11344,travel,friends,sunny,afternoon,1,1,0,0,0
7197,8173,travel,family,sunny,morning,1,0,0,0,0
7198,19362,travel,family,sunny,morning,1,1,0,4,0
7199,5437,travel,family,sunny,afternoon,1,1,0,0,0
7200,4276,travel,alone,sunny,afternoon,1,0,0,4,1
7201,16317,travel,alone,sunny,evening,1,0,0,0,0
7202,4828,work,alone,sunny,morning,1,1,1,0,0
7203,10896,work,alone,sunny,morning,1,1,1,0,0
7204,5842,work,alone,sunny,morning,1,1,0,7,0
7205,10694,travel,friends,sunny,morning,1,0,0,0,0
7206,4345,travel,friends,sunny,morning,1,1,0,0,0
7207,3126,travel,friends,sunny,afternoon,1,0,0,7,0
7208,17571,travel,friends,sunny,afternoon,1,1,0,0,0
7209,13588,travel,alone,sunny,evening,1,1,0,0,0
7210,2165,travel,alone,sunny,afternoon,1,0,0,0,0
7211,9054,work,alone,sunny,morning,1,1,1,7,0
7212,8168,work,alone,sunny,morning,1,0,0,11,1
7213,1202,work,alone,sunny,morning,1,1,0,9,0
7214,1743,travel,friends,sunny,morning,1,0,0,0,0
7215,8619,travel,friends,sunny,morning,1,0,0,0,0
7216,12768,travel,friends,sunny,afternoon,1,0,0,0,0
7217,5764,travel,friends,sunny,afternoon,1,1,0,0,0
7218,12410,travel,friends,sunny,afternoon,1,1,0,0,0
7219,17881,travel,friends,sunny,evening,1,0,0,3,0
7220,12071,travel,friends,sunny,afternoon,1,0,0,3,0
7221,8994,travel,alone,sunny,morning,1,0,0,0,0
7222,8617,travel,alone,sunny,evening,1,0,0,4,0
7223,18523,work,alone,sunny,morning,1,1,1,0,0
7224,18917,work,alone,sunny,morning,1,1,1,4,0
7225,14377,work,alone,sunny,morning,1,1,0,3,0
7226,2698,travel,friends,sunny,morning,1,1,0,0,0
7227,9461,travel,family,sunny,morning,1,1,0,0,0
7228,6279,travel,family,sunny,afternoon,1,1,0,0,0
7229,9589,travel,alone,sunny,afternoon,1,0,0,26,1
7230,19999,travel,alone,sunny,afternoon,1,1,0,23,0
7231,15855,travel,alone,sunny,evening,1,0,0,24,0
7232,8310,work,alone,sunny,morning,1,1,1,25,0
7233,16437,work,alone,sunny,morning,1,1,0,0,0
7234,12188,work,alone,sunny,morning,1,1,0,0,0
7235,5644,travel,friends,sunny,morning,1,1,0,18,0
7236,16715,travel,family,sunny,morning,1,1,0,0,0
7237,19283,travel,family,sunny,morning,1,1,0,0,0
7238,14877,travel,family,sunny,morning,1,1,0,0,0
7239,11415,travel,family,sunny,evening,1,1,0,0,0
7240,14853,travel,alone,sunny,evening,1,1,0,0,0
7241,5405,travel,alone,sunny,afternoon,1,0,0,0,0
7242,14476,work,alone,sunny,morning,1,1,0,0,0
7243,19150,work,alone,sunny,morning,1,0,0,0,0
7244,4558,travel,friends,sunny,morning,1,0,0,25,0
7245,11952,travel,friends,sunny,morning,1,1,0,21,0
7246,2288,travel,friends,sunny,afternoon,1,1,0,23,0
7247,14396,travel,friends,sunny,afternoon,1,1,0,16,0
7248,16224,travel,friends,sunny,morning,1,1,0,30,0
7249,8593,travel,family,sunny,afternoon,1,1,0,0,0
7250,6501,travel,alone,sunny,afternoon,1,0,0,0,0
7251,6854,work,alone,sunny,morning,1,1,1,0,0
7252,6958,work,alone,sunny,morning,1,1,0,31,0
7253,3672,travel,friends,sunny,morning,1,1,0,0,0
7254,13443,travel,friends,sunny,afternoon,1,0,0,8,0
7255,16576,travel,friends,sunny,afternoon,1,0,0,0,0
7256,9570,travel,friends,sunny,afternoon,1,1,0,10,0
7257,14902,travel,alone,sunny,evening,1,0,0,8,1
7258,11175,travel,alone,sunny,evening,1,1,0,0,0
7259,2367,travel,alone,sunny,afternoon,1,0,0,0,0
7260,5559,work,alone,sunny,morning,1,1,0,9,0
7261,9928,work,alone,sunny,morning,1,0,0,0,1
7262,19965,work,alone,sunny,morning,1,1,0,0,0
7263,19706,travel,friends,sunny,morning,1,0,0,0,0
7264,1779,travel,family,sunny,morning,1,1,0,6,0
7265,14371,travel,family,sunny,afternoon,1,1,0,0,0
7266,18826,travel,alone,sunny,afternoon,1,0,0,0,1
7267,6977,travel,alone,sunny,evening,1,1,0,2,0
7268,16776,travel,alone,sunny,afternoon,1,0,0,3,0
7269,8378,work,alone,sunny,morning,1,1,1,4,0
7270,8688,work,alone,sunny,morning,1,1,1,0,0
7271,9093,work,alone,sunny,morning,1,1,0,0,0
7272,16160,work,alone,sunny,morning,1,0,0,3,1
7273,4026,work,alone,sunny,morning,1,1,0,0,0
7274,17245,travel,friends,sunny,morning,1,0,0,0,0
7275,16707,travel,friends,sunny,afternoon,1,1,0,25,0
7276,9976,travel,friends,sunny,afternoon,1,1,0,0,0
7277,5746,travel,family,sunny,morning,1,0,0,0,0
7278,13601,travel,family,sunny,morning,1,0,0,0,0
7279,2105,travel,family,sunny,morning,1,1,0,0,0
7280,18131,travel,family,sunny,afternoon,1,1,0,0,0
7281,16394,travel,alone,sunny,evening,1,0,0,0,1
7282,13516,travel,alone,sunny,afternoon,1,0,0,0,0
7283,15726,work,alone,sunny,morning,1,1,1,0,0
7284,4172,work,alone,sunny,morning,1,1,1,12,0
7285,8781,work,alone,sunny,morning,1,1,0,0,0
7286,15771,travel,friends,sunny,morning,1,1,0,0,0
7287,13245,work,alone,sunny,morning,1,0,0,0,1
7288,14121,work,alone,sunny,morning,1,1,0,0,0
7289,11519,travel,friends,sunny,morning,1,1,0,26,0
7290,4366,travel,friends,sunny,morning,1,1,0,0,0
7291,16529,travel,friends,sunny,afternoon,1,1,0,0,0
7292,18585,travel,family,sunny,morning,1,0,0,0,0
7293,10634,travel,family,sunny,morning,1,0,0,0,0
7294,9356,work,alone,sunny,morning,1,1,1,0,0
7295,6658,travel,family,sunny,morning,1,1,0,13,0
7296,8160,travel,family,sunny,morning,1,1,0,12,0
7297,17000,travel,family,sunny,afternoon,1,1,0,12,0
7298,2460,travel,family,sunny,morning,1,1,0,11,0
7299,14343,travel,family,sunny,afternoon,1,0,0,0,0
7300,19078,travel,family,sunny,afternoon,1,1,0,10,0
7301,4791,travel,family,sunny,evening,1,1,0,12,0
7302,9289,travel,alone,sunny,evening,1,0,0,0,0
7303,13631,work,alone,sunny,morning,1,1,1,8,0
7304,1704,work,alone,sunny,morning,1,1,0,0,0
7305,4146,travel,alone,sunny,evening,1,1,0,5,0
